index,ObsType,Latitude,Longitude,Elevation(m),UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,SkyComment,LocationComment,Country,UTDatetime,UTTimeHour,MoonAlt,MoonAz
28727,SQM,20.6788,-103.375,1575.95,2020-05-24,05:48,5.0,17.16,04aa,0,Sky glow. Wind lite fron West.,"Urban. Three porchlights across the street, a small tree in front it, and a public street light 50 meters to the North. High wall bloking South sky.",Mexico,2020-05-24 05:48:00,0.9659258262890683,-36.298496010351826,320.3174335198422
28732,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
28738,SQM,51.2279,3.59658,2.91198,2020-05-23,23:37,4.0,20.5,6907,2,,,Belgium,2020-05-23 23:37:00,-0.2588190451025215,-16.37473337187465,343.87827858840853
28748,SQM,51.2476,3.66984,2.51292,2020-05-24,09:35,4.0,20.4,6907,2,,,Belgium,2020-05-24 09:35:00,0.7071067811865476,40.07404207749291,105.17261590175819
28750,SQM,51.2901,3.65697,0.87288,2020-05-23,23:15,5.0,21.3,6907,2,,,Belgium,2020-05-23 23:15:00,-0.2588190451025215,-15.30702530881833,338.94760537068737
28751,SQM,38.8878,-119.82,1466.48,2020-05-24,09:34,6.0,21.34,,2,,light dome north,United States - Nevada,2020-05-24 09:34:00,0.7071067811865476,-29.150836175854565,4.093038371239879
28761,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
28816,SQM,41.6862,-72.5451,127.98,2020-05-24,01:25,3.0,20.19,,2,,"Suburban, many trees, dim porch light",United States - Connecticut,2020-05-24 01:25:00,0.25881904510252074,-2.280546963339589,301.49449535773465
28818,SQM,41.6862,-72.5451,127.98,2020-05-25,00:07,4.0,17.6,,2,,"Suburban, many trees",United States - Connecticut,2020-05-25 00:07:00,0.0,20.521358350088168,283.0582949190901
28820,SQM,41.6862,-72.5451,127.98,2020-05-25,01:10,2.0,20.13,,0,,"Suburban, trees and house in vicinity",United States - Connecticut,2020-05-25 01:10:00,0.25881904510252074,9.70994422700171,292.23928126148763
28823,SQM,41.6862,-72.5451,127.98,2020-05-21,12:35,1.0,17.93,,0,Clear,"Suburban town, small portion of light from inside house, many trees in vicinity",United States - Connecticut,2020-05-21 12:35:00,1.2246467991473532e-16,37.83569789809594,107.8163492971491
28826,SQM,41.6862,-72.5451,127.98,2020-05-21,12:35,1.0,17.93,,0,Clear,"Suburban town, small portion of light from inside house, many trees in vicinity",United States - Connecticut,2020-05-21 12:35:00,1.2246467991473532e-16,37.83569789809594,107.8163492971491
28834,SQM,40.7204,-111.83,1386.91,2020-05-25,03:38,3.0,18.24,,0,,"Suburban, street lights, green space",United States - Utah,2020-05-25 03:38:00,0.7071067811865475,11.96837358074165,290.329013370601
28882,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
28885,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
28893,SQM,45.7213,-122.621,65.8757,2020-05-25,10:35,5.0,19.56,,2,,"Suburban Vancouver, WA",United States - Washington,2020-05-25 10:35:00,0.49999999999999994,-21.17258121064353,2.8547152073166835
28924,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
28929,SQM,45.7213,-122.621,65.8757,2020-05-25,10:35,5.0,19.56,,2,,"Suburban Vancouver, WA",United States - Washington,2020-05-25 10:35:00,0.49999999999999994,-21.17258121064353,2.8547152073166835
28930,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
28943,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
28977,SQM,41.6862,-72.5451,127.98,2020-05-21,12:35,1.0,17.93,,0,Clear,"Suburban town, small portion of light from inside house, many trees in vicinity",United States - Connecticut,2020-05-21 12:35:00,1.2246467991473532e-16,37.83569789809594,107.8163492971491
28978,SQM,41.6862,-72.5451,127.98,2020-05-26,00:05,3.0,16.79,,2,,"Suburban, trees/house in vicinity",United States - Connecticut,2020-05-26 00:05:00,0.0,30.895121382943014,275.23937690914386
28979,SQM,41.6862,-72.5451,127.98,2020-05-26,01:07,6.0,20.5,,6,,"Suburban, trees/house in vicinity",United States - Connecticut,2020-05-26 01:07:00,0.25881904510252074,19.83660556150404,284.26052600414494
28991,SQM,39.8604,-75.8856,181.652,2020-05-26,03:58,4.0,20.34,3791,0,Slightly hazy but mostly clear.  No clouds visible.  Philadelphia light dome visible to the North East about 45 miles away.,Rural location in Southern Chester County Pennsylvania,United States - Pennsylvania,2020-05-26 03:58:00,0.7071067811865475,-6.608590629395023,307.9892817725798
28998,SQM,38.8878,-119.82,1466.48,2020-05-26,05:06,6.0,21.3,,0,,light dome north,United States - Nevada,2020-05-26 05:06:00,0.9659258262890683,11.457816801913088,290.95531026649724
29003,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29005,SQM,38.8878,-119.82,1466.48,2020-05-26,08:41,6.0,21.4,,0,light dome north,,United States - Nevada,2020-05-26 08:41:00,0.8660254037844388,-20.086139351527294,326.3186139505578
29013,SQM,45.7688,1.05387,334.849,2020-05-22,21:55,6.0,21.28,7634,0,clear sky,"Rural location, no lights",France,2020-05-22 21:55:00,-0.7071067811865477,-20.06951845691785,327.9788707655284
29023,SQM,41.6862,-72.5451,127.98,2020-05-26,01:07,6.0,20.5,,6,,"Suburban, trees/house in vicinity",United States - Connecticut,2020-05-26 01:07:00,0.25881904510252074,19.83660556150404,284.26052600414494
29029,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29033,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29069,SQM,41.6862,-72.5451,127.98,2020-05-26,01:07,6.0,20.5,,6,,"Suburban, trees/house in vicinity",United States - Connecticut,2020-05-26 01:07:00,0.25881904510252074,19.83660556150404,284.26052600414494
29070,SQM,41.6862,-72.5451,127.98,2020-05-27,00:01,4.0,17.71,,0,A bit of a haze,"Suburban, trees in vicinity",United States - Connecticut,2020-05-27 00:01:00,0.0,41.162518216345894,264.8931513803741
29071,SQM,41.6862,-72.5451,127.98,2020-05-27,01:14,3.0,21.62,,0,,"Suburban, trees nearby",United States - Connecticut,2020-05-27 01:14:00,0.25881904510252074,27.890803945367022,276.44698872920935
29090,SQM,38.8878,-119.82,1465.68,2020-05-27,06:52,6.0,21.34,,0,light dome north,10$ clouds,United States - Nevada,2020-05-27 06:52:00,1.0,1.98077577644668,297.145109419875
29091,SQM,-26.651,153.091,3.70158,2020-05-25,18:46,5.0,19.77,0919,0,clear and moonless,suburban conservation park,Australia,2020-05-25 18:46:00,-1.0,-57.17317394374111,86.1775601547737
29095,SQM,38.8878,-119.82,1465.68,2020-05-27,09:09,6.0,21.39,,0,light dome north,,United States - Nevada,2020-05-27 09:09:00,0.7071067811865476,-18.189539776960842,320.12174618292676
29098,SQM,42.5606,2.16042,1690.69,2020-05-25,22:42,6.0,21.64,8531,0,,Rural,France,2020-05-25 22:42:00,-0.5000000000000004,-6.02669338580703,309.59710504767156
29104,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29111,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29146,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29151,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29152,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29163,SQM,47.6101,20.728,91.5255,2020-04-15,19:40,5.0,21.07,4772,0,,"8. sk. adatom,  Covid  19 crisis;",Hungary,2020-04-15 19:40:00,-0.9659258262890684,-54.61378565939885,54.153226432824894
29164,SQM,47.6104,20.7283,92.2246,2020-04-20,19:56,5.0,21.24,4772,0,,9. sk. adatom;   Covid 19 crisis;,Hungary,2020-04-20 19:56:00,-0.9659258262890684,-42.328982683694406,334.5081405238773
29165,SQM,47.6103,20.728,92.1663,2020-04-22,19:35,5.0,21.22,4772,0,,"10. sk. adatom;  Covid 19 crisis,",Hungary,2020-04-22 19:35:00,-0.9659258262890684,-23.740800589743,311.9577371643368
29202,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29203,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29204,SQM,38.8878,-119.82,1465.68,2020-05-29,09:05,6.0,21.34,,0,light dome north,dust,United States - Nevada,2020-05-29 09:05:00,0.7071067811865476,-6.613108917470903,296.1339910725742
29208,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29210,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29216,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29217,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29275,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29276,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29281,SQM,37.9552,-106.966,3503.68,2020-05-27,07:20,6.0,21.6,,0,Clear skies.  No Light Dome visible.,West Willow Creek Trailhead (Beginning of trail to San Luis Peak).,United States - Colorado,2020-05-27 07:20:00,0.9659258262890683,-11.33260837106313,309.8745172763269
29313,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29314,SQM,50.8332,5.68468,96.0274,2020-05-16,00:05,4.0,19.58,,0,4 degrees Celsius. Clear. No winds. Maastricht light done consumes enter north.,Fort Sint Pieter nature monument on south side of Maastricht,The Netherlands,2020-05-16 00:05:00,0.0,-18.616340717831925,87.0284922051088
29355,SQM,48.729,9.60692,378.786,2020-05-21,22:26,6.0,20.79,3623,0,,,Germany,2020-05-21 22:26:00,-0.5000000000000004,-26.65951154015235,355.10502472214336
29356,SQM,48.729,9.60692,378.786,2020-05-28,22:42,6.0,20.47,3623,2,,,Germany,2020-05-28 22:42:00,-0.5000000000000004,12.023620993874374,282.57487060953633
29357,SQM,48.729,9.60692,378.786,2020-05-28,23:34,6.0,20.72,3623,2,,,Germany,2020-05-28 23:34:00,-0.2588190451025215,4.00173664054837,291.53743822858615
29358,SQM,48.729,9.60692,378.786,2020-05-29,00:56,6.0,20.78,3623,0,,,Germany,2020-05-29 00:56:00,0.0,-7.558210502861378,306.4163669230117
29359,SQM,48.7293,9.60728,388.676,2020-05-29,23:13,6.0,20.4,3623,0,,,Germany,2020-05-29 23:13:00,-0.2588190451025215,12.127957056373484,275.74211919348676
29373,SQM,30.2332,-97.8767,263.839,2020-05-22,03:08,4.0,18.33,,0,"humid, clear",rural/suburban transition,United States - Texas,2020-05-22 03:08:00,0.7071067811865475,-28.246585995207653,311.5553989063477
29377,SQM,30.2332,-97.8767,263.839,2020-05-22,03:08,4.0,18.33,3371,0,"clear, humid",,United States - Texas,2020-05-22 03:08:00,0.7071067811865475,-28.246585995207653,311.5553989063477
29608,SQM,38.6323,-121.057,166.775,2020-06-07,06:32,2.0,19.64,,2,few clouds but easily seen .,"Suburban location, closest street lighting 2/10 mile away, brightest nearby light from homes(gated community) and reflected light for outside community 9bright suburban sky??)",United States - California,2020-06-07 06:32:00,1.0,14.254881398522972,139.0680153828646
29609,SQM,38.6321,-121.057,169.056,2020-06-07,06:43,2.0,19.64,,0,Few clouds but easily seen,"Suburban, modest street lighting external by a ciy block , most reflected visible non natual light coming from homes in gated community",United States - California,2020-06-07 06:43:00,1.0,15.58041245764136,141.17013180624895
29759,SQM,34.8859,76.7969,3175.03,2020-06-10,15:50,5.0,20.0,3627,0,There werent any clouds it was so dark and black and there were just like barely 3 stars,Not a lot of trees and a lot of light and unbuilt houses,Egypt,2020-06-10 15:50:00,-0.7071067811865471,-28.09007314144511,94.31275531160496
29806,SQM,-34.8815,138.643,46.7553,2020-06-11,11:10,4.0,18.76,,0,Hazy all over sky,Suburban,Australia,2020-06-11 11:10:00,0.258819045102521,-20.49100625497383,126.5053304080899
29857,SQM,34.6982,-86.7822,205.513,2020-06-12,02:45,3.0,18.88,05cd,0,Clear,Cemetery in suburban residential area,United States - Alabama,2020-06-12 02:45:00,0.49999999999999994,-38.201316737373745,79.0446845115192
29867,SQM,-37.8413,144.871,11.565,2020-06-12,12:03,1.0,18.06,5028,2,Upper stratospheric cloud covering most of the sky - more haze than cloud.,Balcony overlooking busy road,Australia,2020-06-12 12:03:00,1.2246467991473532e-16,-16.374816838663858,118.04351477491814
29914,SQM,32.009,-102.165,867.729,2020-06-13,03:37,2.0,17.69,,0,"Clear, with very light haze",,United States - Texas,2020-06-13 03:37:00,0.7071067811865475,-46.66746637098764,66.12598271549197
29924,SQM,39.9681,116.458,41.4592,2020-06-13,16:30,2.0,18.64,,0,Clear,"Urban area, a few dozons of street lights. Light from other tall buildings.",China,2020-06-13 16:30:00,-0.8660254037844384,-7.36011749530533,92.0809096217234
29928,SQM,30.066,31.4856,231.681,2020-06-13,19:35,2.0,16.0,1869,4,a lot of light pollution,,Egypt,2020-06-13 19:35:00,-0.9659258262890684,-40.45170275822573,69.67685883640482
29986,SQM,32.009,-102.165,867.729,2020-06-15,03:40,3.0,17.91,,0,No clouds or haze.,Back yard,United States - Texas,2020-06-15 03:40:00,0.7071067811865475,-51.87000244936552,34.607545919682366
29997,SQM,39.9681,116.458,41.5174,2020-06-14,16:20,3.0,19.85,,0,Clear,"Urban area, dozons of street light. Also light from tall buildings",China,2020-06-14 16:20:00,-0.8660254037844384,-13.67742799906644,80.36462720322608
30047,SQM,32.009,-102.165,867.729,2020-06-15,03:35,3.0,17.93,,0,Faint wispy clouds in western portion of the sky.,"Suburban residential, corner street light. Neighbor with lights on garage shining toward my bs Kates observing area.",United States - Texas,2020-06-15 03:35:00,0.7071067811865475,-52.4503821769695,32.89387682557275
30050,SQM,32.009,-102.165,867.729,2020-06-15,03:35,3.0,17.93,,0,Faint wispy clouds in western portion of the sky.,"Suburban residential, corner street light. Neighbor with lights on garage shining toward my bs Kates observing area.",United States - Texas,2020-06-15 03:35:00,0.7071067811865475,-52.4503821769695,32.89387682557275
30055,SQM,-26.6509,153.092,6.0535,2020-06-15,12:27,5.0,19.48,0919,0,Clear and dry,Suburban no nearby street lights,Australia,2020-06-15 12:27:00,1.2246467991473532e-16,-42.24400797724709,111.45383233726406
30069,SQM,39.968,116.458,41.4592,2020-06-15,17:20,3.0,19.79,,0,Clear,"Urban area, dozons of street lights, few light from tall buildings  Observered at about 40m above ground",China,2020-06-15 17:20:00,-0.9659258262890683,-6.824623978776855,79.68398455846754
30108,SQM,40.9104,-73.5637,13.8894,2020-06-16,02:00,3.0,21.07,,2,visible clear sky,by the atlantic ocoan,United States - New York,2020-06-16 02:00:00,0.49999999999999994,-41.982312087287696,20.32692354946936
